traditional,simplified,pinyin,translation_1,translation_2,translation_3,translation_4,translation_5,translation_6,translation_7,translation_8,translation_9,translation_10,translation_11,translation_12,translation_13,translation_14,translation_15,translation_16,translation_17,translation_18
卡西莫夫,卡西莫夫,Ka3 xi1 mo4 fu1],Kasimov (town in Russia),,,,,,,,,,,,,,,,,
卡賓槍,卡宾枪,ka3 bin1 qiang1],carbine rifle (loanword),,,,,,,,,,,,,,,,,
卡路里,卡路里,ka3 lu4 li3],calorie (loanword),,,,,,,,,,,,,,,,,
卡車,卡车,ka3 che1],truck,CL:輛|辆[liang4],,,,,,,,,,,,,,,,
卡農,卡农,ka3 nong2],canon (music),,,,,,,,,,,,,,,,,
卡通,卡通,ka3 tong1],cartoon (loanword),,,,,,,,,,,,,,,,,
卡達,卡达,Ka3 da2],Qatar,,,,,,,,,,,,,,,,,
卡門,卡门,Ka3 men2],Carmen (name),Carmen 1875 opera by Georges Bizet 比才 based on novel by Prosper Mérimée 梅里美[Mei2 li3 mei3],,,,,,,,,,,,,,,,
卡門柏乳酪,卡门柏乳酪,Ka3 men2 bo2 ru3 lao4],Camembert (soft creamy French cheese),,,,,,,,,,,,,,,,,
卡門貝,卡门贝,ka3 men2 bei4],camembert cheese,,,,,,,,,,,,,,,,,
卡頓,卡顿,ka3 dun4],(computing) slow,unresponsive,,,,,,,,,,,,,,,,
卡駱馳,卡骆驰,Ka3 luo4 chi2],Crocs Inc.,,,,,,,,,,,,,,,,,
卣,卣,you3],wine container,,,,,,,,,,,,,,,,,
卦,卦,gua4],divinatory diagram,one of the eight divinatory trigrams of the Book of Changes 易經|易经[Yi4 jing1],one of the sixty-four divinatory hexagrams of the Book of Changes 易經|易经[Yi4 jing1],,,,,,,,,,,,,,,
卦義,卦义,gua4 yi4],interpretation of the divinatory trigrams,,,,,,,,,,,,,,,,,
卦辭,卦辞,gua4 ci2],to interpret the divinatory trigrams,,,,,,,,,,,,,,,,,
卧蠶,卧蚕,wo4 can2],plump lower eyelids (considered to be an attractive feature),,,,,,,,,,,,,,,,,
卨,卨,xie4],used in old names,phonetic seol used in Korean names,,,,,,,,,,,,,,,,
卩,卩,jie2],seal radical in Chinese characters (Kangxi radical 26),,,,,,,,,,,,,,,,,
卪,卪,jie2],archaic variant of 節|节[jie2],,,,,,,,,,,,,,,,,
卪,卪,xx5],one of the characters used in kwukyel an ancient Korean writing system,,,,,,,,,,,,,,,,,
卬,卬,Ang2],surname Ang,,,,,,,,,,,,,,,,,
卬,卬,ang2],I (regional colloquial),me,variant of 昂[ang2],,,,,,,,,,,,,,,
卮,卮,zhi1],goblet,,,,,,,,,,,,,,,,,
卯,卯,mao3],mortise (slot cut into wood to receive a tenon),4th earthly branch: 5-7 a.m. 2nd solar month (6th March-4th April) year of the Rabbit,ancient Chinese compass point: 90° (east),variant of 鉚|铆[mao3],to exert one's strength,,,,,,,,,,,,,
卯兔,卯兔,mao3 tu4],Year 4 year of the Rabbit (e.g. 2011),,,,,,,,,,,,,,,,,
卯時,卯时,mao3 shi2],5-7 am (in the system of two-hour subdivisions used in former times),,,,,,,,,,,,,,,,,
卯榫,卯榫,mao3 sun3],mortise and tenon (slot and tab forming a carpenter's joint),,,,,,,,,,,,,,,,,
卯眼,卯眼,mao3 yan3],mortise,slit,,,,,,,,,,,,,,,,
印,印,Yin4],surname Yin,abbr. for 印度[Yin4 du4],,,,,,,,,,,,,,,,
印,印,yin4],to print,to mark,to engrave,a seal,a print,a stamp,a mark,a trace,image,,,,,,,,,
印信,印信,yin4 xin4],official seal,legally binding seal,,,,,,,,,,,,,,,,
印刷,印刷,yin4 shua1],to print,printing,,,,,,,,,,,,,,,,
印刷品,印刷品,yin4 shua1 pin3],printed products,,,,,,,,,,,,,,,,,
印刷廠,印刷厂,yin4 shua1 chang3],printing house,print shop,,,,,,,,,,,,,,,,
印刷所,印刷所,yin4 shua1 suo3],printing press,printing office,printer,,,,,,,,,,,,,,,
印刷業,印刷业,yin4 shua1 ye4],typography,printing business,,,,,,,,,,,,,,,,
印刷機,印刷机,yin4 shua1 ji1],printing press,,,,,,,,,,,,,,,,,
印刷版,印刷版,yin4 shua1 ban3],printing plate,,,,,,,,,,,,,,,,,
印刷者,印刷者,yin4 shua1 zhe3],printer,,,,,,,,,,,,,,,,,
印刷術,印刷术,yin4 shua1 shu4],printing,printing technology,,,,,,,,,,,,,,,,
印刷量,印刷量,yin4 shua1 liang4],print run,,,,,,,,,,,,,,,,,
印刷電路板,印刷电路板,yin4 shua1 dian4 lu4 ban3],printed circuit board,,,,,,,,,,,,,,,,,
印刷體,印刷体,yin4 shua1 ti3],printed style (as opposed to cursive),typeface,,,,,,,,,,,,,,,,
印古什,印古什,Yin4 gu3 shi2],Ingushetia region of Russia North of the Caucasus,,,,,,,,,,,,,,,,,
印地安納,印地安纳,Yin4 di4 an1 na4],Indiana US state,,,,,,,,,,,,,,,,,
印地安納州,印地安纳州,Yin4 di4 an1 na4 zhou1],Indiana US state,,,,,,,,,,,,,,,,,
印地語,印地语,Yin4 di4 yu3],Hindi (language),,,,,,,,,,,,,,,,,
印子,印子,yin4 zi5],trace,impression (e.g. footprint),abbr. of 印子錢|印子钱[yin4 zi5 qian2] usury,,,,,,,,,,,,,,,
印子錢,印子钱,yin4 zi5 qian2],usury,high interest loan (in former times),,,,,,,,,,,,,,,,
印尼,印尼,Yin4 ni2],Indonesia (abbr. for 印度尼西亞|印度尼西亚),,,,,,,,,,,,,,,,,
印尼盾,印尼盾,Yin4 ni2 dun4],Indonesian rupiah,,,,,,,,,,,,,,,,,
印巴,印巴,Yin4 Ba1],India and Pakistan,,,,,,,,,,,,,,,,,
印度,印度,Yin4 du4],India,,,,,,,,,,,,,,,,,
印度人,印度人,Yin4 du4 ren2],Indian (person),CL:個|个[ge4],Indian people,,,,,,,,,,,,,,,
印度人民黨,印度人民党,Yin4 du4 ren2 min2 dang3],Bharatiya Janata Party,,,,,,,,,,,,,,,,,
印度國大黨,印度国大党,Yin4 du4 Guo2 da4 dang3],Indian Congress party,,,,,,,,,,,,,,,,,
印度尼西亞,印度尼西亚,Yin4 du4 ni2 xi1 ya4],Indonesia,,,,,,,,,,,,,,,,,
印度尼西亞語,印度尼西亚语,Yin4 du4 ni2 xi1 ya4 yu3],Indonesian language,,,,,,,,,,,,,,,,,
印度支那,印度支那,Yin4 du4 zhi1 na4],Indo-China (transliteration),,,,,,,,,,,,,,,,,
印度支那半島,印度支那半岛,Yin4 du4 zhi1 na4 Ban4 dao3],Indochina (old term esp. colonial period),now written 中南半島|中南半岛[Zhong1 nan2 Ban4 dao3],,,,,,,,,,,,,,,,
印度教,印度教,Yin4 du4 jiao4],Hinduism,Indian religion,,,,,,,,,,,,,,,,
印度教徒,印度教徒,Yin4 du4 jiao4 tu2],Hindu,adherent of Hinduism,,,,,,,,,,,,,,,,
印度斯坦,印度斯坦,Yin4 du4 si1 tan3],Hindustan,,,,,,,,,,,,,,,,,
印度時報,印度时报,Yin4 du4 Shi2 bao4],India Times,,,,,,,,,,,,,,,,,
印度河,印度河,Yin4 du4 He2],Indus River,,,,,,,,,,,,,,,,,
印度洋,印度洋,Yin4 du4 yang2],Indian Ocean,,,,,,,,,,,,,,,,,
印度眼鏡蛇,印度眼镜蛇,Yin4 du4 Yan3 jing4 she2],Indian Cobra (Naja naja),,,,,,,,,,,,,,,,,
印度航空公司,印度航空公司,Yin4 du4 hang2 kong1 gong1 si1],Air India,,,,,,,,,,,,,,,,,
印度襖,印度袄,Yin4 du4 ao3],Parsee or Parsi member of the Zoroastrian sect (religion),,,,,,,,,,,,,,,,,
印度金黃鸝,印度金黄鹂,Yin4 du4 jin1 huang2 li2],(bird species of China) Indian golden oriole (Oriolus kundoo),,,,,,,,,,,,,,,,,
印度音樂,印度音乐,Yin4 du4 yin1 yue4],Bhangra Indian music (music genre),,,,,,,,,,,,,,,,,
印度鬼椒,印度鬼椒,Yin4 du4 gui3 jiao1],see 斷魂椒|断魂椒[duan4 hun2 jiao1],,,,,,,,,,,,,,,,,
印戒,印戒,yin4 jie4],signet ring (cell),,,,,,,,,,,,,,,,,
印把子,印把子,yin4 ba4 zi5],seal of authority,official seal,,,,,,,,,,,,,,,,
印支,印支,Yin4 Zhi1],abbr. for 印度支那[Yin4 du4 zhi1 na4],,,,,,,,,,,,,,,,,
印支半島,印支半岛,Yin4 zhi1 Ban4 dao3],Indochina (abbr. for colonial term 印度支那半島|印度支那半岛[Yin4 du4 zhi1 na4 Ban4 dao3]),now written 中南半島|中南半岛[Zhong1 nan2 Ban4 dao3],,,,,,,,,,,,,,,,
印支期,印支期,Yin4 Zhi1 qi1],Indo-Chinese epoch (geology),Indosinian orogeny,,,,,,,,,,,,,,,,
印支綠鵲,印支绿鹊,Yin4 Zhi1 lu:4 que4],(bird species of China) Indochinese green magpie (Cissa hypoleuca),,,,,,,,,,,,,,,,,
印數,印数,yin4 shu4],the amount of books etc printed at one impression,print run,,,,,,,,,,,,,,,,
印本,印本,yin4 ben3],printed book,copy,,,,,,,,,,,,,,,,
印染,印染,yin4 ran3],printing and dyeing,,,,,,,,,,,,,,,,,
印次,印次,yin4 ci4],number of print run,,,,,,,,,,,,,,,,,
印歐人,印欧人,Yin4 Ou1 ren2],Indo-European (person),,,,,,,,,,,,,,,,,
印歐文,印欧文,Yin4 Ou1 wen2],Indo-European (language),,,,,,,,,,,,,,,,,
印歐語,印欧语,Yin4 Ou1 yu3],Indo-European (language),,,,,,,,,,,,,,,,,
印歐語系,印欧语系,Yin4 Ou1 yu3 xi4],Indo-European family of languages,,,,,,,,,,,,,,,,,
印歐語言,印欧语言,Yin4 Ou1 yu3 yan2],Indo-European (language),,,,,,,,,,,,,,,,,
印江,印江,Yin4 jiang1],Yinjiang Tujia and Hmong autonomous county in Tongren prefecture 銅仁地區|铜仁地区[Tong2 ren2 di4 qu1] Guizhou,,,,,,,,,,,,,,,,,
印江土家族苗族自治縣,印江土家族苗族自治县,Yin4 jiang1 Tu3 jia1 zu2 Miao2 zu2 zi4 zhi4 xian4],Yinjiang Tujia and Hmong autonomous county in Tongren prefecture 銅仁地區|铜仁地区[Tong2 ren2 di4 qu1] Guizhou,,,,,,,,,,,,,,,,,
印江縣,印江县,Yin4 jiang1 xian4],Yinjiang Tujia and Hmong autonomous county in Tongren prefecture 銅仁地區|铜仁地区[Tong2 ren2 di4 qu1] Guizhou,,,,,,,,,,,,,,,,,
印泥,印泥,yin4 ni2],red ink paste used for seal,,,,,,,,,,,,,,,,,
印版,印版,yin4 ban3],printing plate,,,,,,,,,,,,,,,,,
印璽,印玺,yin4 xi3],official seal,imperial or royal seal,papal bull,,,,,,,,,,,,,,,
印痕,印痕,yin4 hen2],molding,printed impression,,,,,,,,,,,,,,,,
印發,印发,yin4 fa1],to publish,to print and distribute,,,,,,,,,,,,,,,,
印盒,印盒,yin4 he2],seal case,box for seal and ink pad,,,,,,,,,,,,,,,,
印章,印章,yin4 zhang1],seal,signet,chop,stamp,CL:方[fang1],,,,,,,,,,,,,
印第安,印第安,Yin4 di4 an1],(American) Indian,native American,indigenous peoples of the Americas,,,,,,,,,,,,,,,
印第安人,印第安人,Yin4 di4 an1 ren2],American Indians,,,,,,,,,,,,,,,,,
印第安座,印第安座,Yin4 di4 an1 zuo4],Indus (constellation),,,,,,,,,,,,,,,,,
印第安納,印第安纳,Yin4 di4 an1 na4],Indiana US state,,,,,,,,,,,,,,,,,
印第安納州,印第安纳州,Yin4 di4 an1 na4 zhou1],Indiana US state,,,,,,,,,,,,,,,,,
印第安納波利斯,印第安纳波利斯,Yin4 di4 an1 na4 bo1 li4 si1],Indianapolis Indiana,,,,,,,,,,,,,,,,,
印紐,印纽,yin4 niu3],decorated knob protruding from seal allowing it to be strung on a cord,,,,,,,,,,,,,,,,,
印綬,印绶,yin4 shou4],sealed ribbon fastening correspondence (in former times),,,,,,,,,,,,,,,,,
印緬斑嘴鴨,印缅斑嘴鸭,Yin4 mian3 ban1 zui3 ya1],(bird species of China) Indian spot-billed duck (Anas poecilorhyncha),,,,,,,,,,,,,,,,,
印緬褐頭雀鶥,印缅褐头雀鹛,yin4 mian3 he4 tou2 que4 mei2],(bird species of China) manipur fulvetta (Fulvetta manipurensis),,,,,,,,,,,,,,,,,
印臺,印台,Yin4 tai2],Yintai District of Tongchuan City 銅川市|铜川市[Tong2 chuan1 Shi4] Shaanxi,,,,,,,,,,,,,,,,,
印臺,印台,yin4 tai2],ink pad,stamp pad,,,,,,,,,,,,,,,,
印臺區,印台区,Yin4 tai2 Qu1],Yintai District of Tongchuan City 銅川市|铜川市[Tong2 chuan1 Shi4] Shaanxi,,,,,,,,,,,,,,,,,
印航,印航,Yin4 hang2],Air India (abbr.),,,,,,,,,,,,,,,,,
印花,印花,yin4 hua1],tax stamp,,,,,,,,,,,,,,,,,
印花稅,印花税,yin4 hua1 shui4],stamp duty,,,,,,,,,,,,,,,,,
印行,印行,yin4 xing2],to print and distribute,to publish,,,,,,,,,,,,,,,,
印表機,印表机,yin4 biao3 ji1],printer (Tw),,,,,,,,,,,,,,,,,
印製,印制,yin4 zhi4],to print,to produce (a publication),,,,,,,,,,,,,,,,
印製電路,印制电路,yin4 zhi4 dian4 lu4],printed circuit,,,,,,,,,,,,,,,,,
印製電路板,印制电路板,yin4 zhi4 dian4 lu4 ban3],printed circuit board,,,,,,,,,,,,,,,,,
印記,印记,yin4 ji4],imprint,trace,,,,,,,,,,,,,,,,
印證,印证,yin4 zheng4],to seal,to confirm,to corroborate,to verify,,,,,,,,,,,,,,
印譜,印谱,yin4 pu3],collection of seal stamps,,,,,,,,,,,,,,,,,
印象,印象,yin4 xiang4],impression,,,,,,,,,,,,,,,,,
印象主義,印象主义,yin4 xiang4 zhu3 yi4],impressionism,,,,,,,,,,,,,,,,,
印象派,印象派,yin4 xiang4 pai4],impressionism,,,,,,,,,,,,,,,,,
印跡,印迹,yin4 ji4],footprint,,,,,,,,,,,,,,,,,
印鈔票,印钞票,yin4 chao1 piao4],printing money,,,,,,,,,,,,,,,,,
印鈕,印钮,yin4 niu3],decorated knob protruding from seal allowing it to be strung on a cord,,,,,,,,,,,,,,,,,
印鑒,印鉴,yin4 jian4],seal impression,stamp,mark from a seal serving as signature,,,,,,,,,,,,,,,
印鼠客蚤,印鼠客蚤,yin4 shu3 ke4 zao3],oriental rat flea (Xenopsylla cheopis),,,,,,,,,,,,,,,,,
印鼻,印鼻,yin4 bi2],decorated knob protruding from seal allowing it to be strung on a cord,,,,,,,,,,,,,,,,,
危,危,Wei1],surname Wei,,,,,,,,,,,,,,,,,
危,危,wei1],danger,to endanger,Taiwan pr. [wei2],,,,,,,,,,,,,,,
危亡,危亡,wei1 wang2],at stake,in peril,,,,,,,,,,,,,,,,
危及,危及,wei1 ji2],to endanger,to jeopardize,a danger (to life national security etc),,,,,,,,,,,,,,,
危困,危困,wei1 kun4],grave situation,,,,,,,,,,,,,,,,,
危在旦夕,危在旦夕,wei1 zai4 dan4 xi1],in imminent peril (idiom),on the brink of crisis,,,,,,,,,,,,,,,,
危地馬拉,危地马拉,Wei1 di4 ma3 la1],Guatemala,see also 瓜地馬拉|瓜地马拉[Gua1 di4 ma3 la1],,,,,,,,,,,,,,,,
危地馬拉人,危地马拉人,Wei1 di4 ma3 la1 ren2],Guatemalan (person),,,,,,,,,,,,,,,,,
危境,危境,wei1 jing4],dangerous situation,venerable old age,,,,,,,,,,,,,,,,
危如朝露,危如朝露,wei1 ru2 zhao1 lu4],precarious as the morning dew (idiom); fig. ephemeral and precarious nature of human existence,,,,,,,,,,,,,,,,,
危如累卵,危如累卵,wei1 ru2 lei3 luan3],precarious as pile of eggs (idiom); ready to fall and break at any moment,in a dangerous state,,,,,,,,,,,,,,,,
危害,危害,wei1 hai4],to jeopardize,to harm,to endanger,harmful effect,damage,CL:個|个[ge4],,,,,,,,,,,,
危害性,危害性,wei1 hai4 xing4],harmfulness,,,,,,,,,,,,,,,,,
危害評價,危害评价,wei1 hai4 ping2 jia4],hazard assessment,,,,,,,,,,,,,,,,,
危局,危局,wei1 ju2],perilous situation,,,,,,,,,,,,,,,,,
危徑,危径,wei1 jing4],steep and perilous path,,,,,,,,,,,,,,,,,
危急,危急,wei1 ji2],critical,desperate (situation),,,,,,,,,,,,,,,,
危性,危性,wei1 xing4],risk,,,,,,,,,,,,,,,,,
危懼,危惧,wei1 ju4],afraid,apprehensive,,,,,,,,,,,,,,,,
危房,危房,wei1 fang2],decrepit house,,,,,,,,,,,,,,,,,
危樓,危楼,wei1 lou2],dangerous housing,building that is about to collapse,,,,,,,,,,,,,,,,
危機,危机,wei1 ji1],crisis,CL:個|个[ge4],,,,,,,,,,,,,,,,
危機四伏,危机四伏,wei1 ji1 si4 fu2],danger lurks on every side (idiom),,,,,,,,,,,,,,,,,
危殆,危殆,wei1 dai4],grave danger,in jeopardy,in a critical condition,,,,,,,,,,,,,,,
危篤,危笃,wei1 du3],deathly ill,,,,,,,,,,,,,,,,,
危而不持,危而不持,wei1 er2 bu4 chi2],national danger but no support (idiom from Analects); the future of the nation is at stake but no-one comes to the rescue,,,,,,,,,,,,,,,,,
危若朝露,危若朝露,wei1 ruo4 zhao1 lu4],precarious as morning dew (idiom); unlikely to last out the day,,,,,,,,,,,,,,,,,
危言危行,危言危行,wei1 yan2 wei1 xing2],upright and plainspoken (idiom),,,,,,,,,,,,,,,,,
危言聳聽,危言耸听,wei1 yan2 song3 ting1],frightening words to scare people (idiom); alarmist talk,reds under the beds,,,,,,,,,,,,,,,,
危辭聳聽,危辞耸听,wei1 ci2 song3 ting1],to startle sb with scary tale,,,,,,,,,,,,,,,,,
危迫,危迫,wei1 po4],urgent,pressing danger,,,,,,,,,,,,,,,,
危途,危途,wei1 tu2],dangerous road,,,,,,,,,,,,,,,,,
危重,危重,wei1 zhong4],critically ill,,,,,,,,,,,,,,,,,
危重病人,危重病人,wei1 zhong4 bing4 ren2],critically ill patient,,,,,,,,,,,,,,,,,
危險,危险,wei1 xian3],danger,dangerous,,,,,,,,,,,,,,,,
危險品,危险品,wei1 xian3 pin3],hazardous materials,,,,,,,,,,,,,,,,,
危險警告燈,危险警告灯,wei1 xian3 jing3 gao4 deng1],hazard lights,,,,,,,,,,,,,,,,,
危難,危难,wei1 nan4],calamity,,,,,,,,,,,,,,,,,
卲,卲,Shao4],surname Shao,,,,,,,,,,,,,,,,,
即,即,ji2],namely,that is,i.e.,prompt,at once,at present,even if,prompted (by the occasion),to approach,to come into contact,to assume (office),to draw near,,,,,,
即付,即付,ji2 fu4],to pay on demand,,,,,,,,,,,,,,,,,
即付即打,即付即打,ji2 fu4 ji2 da3],pay as you go,,,,,,,,,,,,,,,,,
即令,即令,ji2 ling4],even if,even though,,,,,,,,,,,,,,,,
即位,即位,ji2 wei4],to succeed to the throne,accession,,,,,,,,,,,,,,,,
即使,即使,ji2 shi3],even if,even though,,,,,,,,,,,,,,,,
即便,即便,ji2 bian4],even if,even though,right away,immediately,,,,,,,,,,,,,,
即刻,即刻,ji2 ke4],immediately,instant,instantly,,,,,,,,,,,,,,,
即可,即可,ji2 ke3],equivalent to 就可以,can then (do sth),can immediately (do sth),(do sth) and that will suffice,,,,,,,,,,,,,,
即墨,即墨,Ji2 mo4],Jimo county level city in Qingdao 青島|青岛 Shandong,,,,,,,,,,,,,,,,,
即墨市,即墨市,Ji2 mo4 Shi4],Jimo county level city in Qingdao 青島|青岛[Qing1 dao3] Shandong,,,,,,,,,,,,,,,,,
即如,即如,ji2 ru2],such as,,,,,,,,,,,,,,,,,
即將,即将,ji2 jiang1],on the eve of,to be about to,to be on the verge of,,,,,,,,,,,,,,,
即將來臨,即将来临,ji2 jiang1 lai2 lin2],imminent,,,,,,,,,,,,,,,,,
即席,即席,ji2 xi2],impromptu,improvised,to take one's seat (at a banquet etc),,,,,,,,,,,,,,,
即或,即或,ji2 huo4],even if,even though,,,,,,,,,,,,,,,,
即指即譯,即指即译,ji2 zhi3 ji2 yi4],point-and-translate (computing),,,,,,,,,,,,,,,,,
即插即用,即插即用,ji2 cha1 ji2 yong4],plug-and-play,,,,,,,,,,,,,,,,,
即日,即日,ji2 ri4],this or that very day,in the next few days,,,,,,,,,,,,,,,,
即早,即早,ji2 zao3],as soon as possible,,,,,,,,,,,,,,,,,
即時,即时,ji2 shi2],immediate,,,,,,,,,,,,,,,,,
即時制,即时制,ji2 shi2 zhi4],real-time (gaming),,,,,,,,,,,,,,,,,
即時即地,即时即地,ji2 shi2 ji2 di4],moment-to-moment,,,,,,,,,,,,,,,,,
即時通訊,即时通讯,ji2 shi2 tong1 xun4],instant messaging (IM),instant message,,,,,,,,,,,,,,,,
即溶咖啡,即溶咖啡,ji2 rong2 ka1 fei1],instant coffee,,,,,,,,,,,,,,,,,
即為,即为,ji2 wei2],to be considered to be,to be defined to be,to be called,,,,,,,,,,,,,,,
即由,即由,ji2 you2],namely,,,,,,,,,,,,,,,,,
即興,即兴,ji2 xing4],improvisation (in the arts),impromptu,extemporaneous,,,,,,,,,,,,,,,
即興之作,即兴之作,ji2 xing4 zhi1 zuo4],improvisation,,,,,,,,,,,,,,,,,
即興發揮,即兴发挥,ji2 xing4 fa1 hui1],improvisation,,,,,,,,,,,,,,,,,
即食,即食,ji2 shi2],instant (food),,,,,,,,,,,,,,,,,
卵,卵,luan3],egg,ovum,spawn,,,,,,,,,,,,,,,
卵圓,卵圆,luan3 yuan2],oval,ellipse,,,,,,,,,,,,,,,,
卵圓形,卵圆形,luan3 yuan2 xing2],oval,ellipsoidal,,,,,,,,,,,,,,,,
卵圓窗,卵圆窗,luan3 yuan2 chuang1],oval window between middle and inner ear,,,,,,,,,,,,,,,,,
卵子,卵子,luan3 zi3],ovum,,,,,,,,,,,,,,,,,
卵子,卵子,luan3 zi5],testicles,penis,,,,,,,,,,,,,,,,
卵巢,卵巢,luan3 chao2],ovary,,,,,,,,,,,,,,,,,
卵巢窩,卵巢窝,luan3 chao2 wo1],ovary,,,,,,,,,,,,,,,,,
卵形,卵形,luan3 xing2],oval,egg-shaped (leaves in botany),,,,,,,,,,,,,,,,
卵模,卵模,luan3 mo2],ootype (site of egg composition in flatworm biology),,,,,,,,,,,,,,,,,
卵母細胞,卵母细胞,luan3 mu3 xi4 bao1],egg cell,,,,,,,,,,,,,,,,,
卵泡,卵泡,luan3 pao4],follicle,,,,,,,,,,,,,,,,,
卵石,卵石,luan3 shi2],cobble,pebble,,,,,,,,,,,,,,,,
卵磷脂,卵磷脂,luan3 lin2 zhi1],lecithin (phospholipid found in egg yolk),,,,,,,,,,,,,,,,,
卵精巢,卵精巢,luan3 jing1 chao2],ovaries and testes,,,,,,,,,,,,,,,,,
卵裂,卵裂,luan3 lie4],cleavage of fertilized ovum into cells,,,,,,,,,,,,,,,,,
卵黃,卵黄,luan3 huang2],egg yolk,,,,,,,,,,,,,,,,,
卵黃囊,卵黄囊,luan3 huang2 nang2],yolk sac (ectodermal cells attaching fetus to uterus before the development of the placenta),,,,,,,,,,,,,,,,,
卵黃管,卵黄管,luan3 huang2 guan3],vitelline duct,,,,,,,,,,,,,,,,,
卵黃腺,卵黄腺,luan3 huang2 xian4],vitelline glands,vitellaria (in biology),,,,,,,,,,,,,,,,
卷,卷,juan3],to roll up,roll,classifier for small rolled things (wad of paper money movie reel etc),,,,,,,,,,,,,,,
卷,卷,juan4],scroll,book,volume,chapter,examination paper,classifier for books paintings: volume scroll,,,,,,,,,,,,
卷刃,卷刃,juan3 ren4],curved blade,,,,,,,,,,,,,,,,,
卷土重來,卷土重来,juan3 tu3 chong2 lai2],lit. to return in a swirl of dust (idiom),fig. to regroup and come back even stronger,to make a comeback,,,,,,,,,,,,,,,
卷地皮,卷地皮,juan3 di4 pi2],to plunder the land and extort from the peasant,corrupt practice,,,,,,,,,,,,,,,,
卷子,卷子,juan3 zi5],steamed roll,spring roll,,,,,,,,,,,,,,,,
卷子,卷子,juan4 zi5],test paper,examination paper,,,,,,,,,,,,,,,,
卷宗,卷宗,juan4 zong1],file,folder,dossier,,,,,,,,,,,,,,,
卷尺,卷尺,juan3 chi3],tape measure,tape rule,CL:把[ba3],,,,,,,,,,,,,,,
卷層雲,卷层云,juan3 ceng2 yun2],cirrostratus (cloud),also written 捲層雲|卷层云[juan3 ceng2 yun2],,,,,,,,,,,,,,,,
卷巴,卷巴,juan3 ba1],to bundle up,,,,,,,,,,,,,,,,,
卷帙,卷帙,juan4 zhi4],book,,,,,,,,,,,,,,,,,
卷帙浩繁,卷帙浩繁,juan4 zhi4 hao4 fan2],a huge amount (of books and papers),,,,,,,,,,,,,,,,,
卷心菜,卷心菜,juan3 xin1 cai4],cabbage,CL:棵[ke1],,,,,,,,,,,,,,,,
卷煙,卷烟,juan3 yan1],cigarette,cigar,,,,,,,,,,,,,,,,
卷筆刀,卷笔刀,juan3 bi3 dao1],pencil sharpener (blade-only type),,,,,,,,,,,,,,,,,
卷簾門,卷帘门,juan3 lian2 men2],roll-up door,,,,,,,,,,,,,,,,,
卷繞,卷绕,juan3 rao4],to wind,to coil,to spool,to loop around,winding,,,,,,,,,,,,,
卷羽鵜鶘,卷羽鹈鹕,juan3 yu3 ti2 hu2],(bird species of China) Dalmatian pelican (Pelecanus crispus),,,,,,,,,,,,,,,,,
卷舌元音,卷舌元音,juan3 she2 yuan2 yin1],retroflex vowel (e.g. the final r of putonghua),,,,,,,,,,,,,,,,,
卷裹,卷裹,juan3 guo3],to wrap up,(fig.) to envelop,to swallow up,,,,,,,,,,,,,,,
卷起,卷起,juan3 qi3],to roll up,to curl up,to furl (a flag umbrella etc),to swirl (of dust wind sandstorm etc),twist (in gymnastics),,,,,,,,,,,,,
卷軸,卷轴,juan4 zhou2],scroll (book or painting),,,,,,,,,,,,,,,,,
卷雲,卷云,juan3 yun2],cirrus (cloud),,,,,,,,,,,,,,,,,
卷鬚,卷须,juan3 xu1],tendril,,,,,,,,,,,,,,,,,
卸,卸,xie4],to unload,to unhitch,to remove or strip,to get rid of,,,,,,,,,,,,,,
卸下,卸下,xie4 xia4],to unload,,,,,,,,,,,,,,,,,
卸任,卸任,xie4 ren4],to leave office,,,,,,,,,,,,,,,,,
卸套,卸套,xie4 tao4],to loosen a yoke,to remove harness (from beast of burden),,,,,,,,,,,,,,,,
卸妝,卸妆,xie4 zhuang1],to remove makeup,(old) to take off formal dress and ornaments,,,,,,,,,,,,,,,,
卸磨殺驢,卸磨杀驴,xie4 mo4 sha1 lu:2],lit. to kill the donkey when the grinding is done (idiom),to get rid of sb once he has ceased to be useful,,,,,,,,,,,,,,,,
卸職,卸职,xie4 zhi2],to resign from office,to dismiss from office,,,,,,,,,,,,,,,,
卸肩兒,卸肩儿,xie4 jian1 r5],lit. a weight off one's shoulders,fig. to resign a post,to lay down a burden,to be relieved of a job,,,,,,,,,,,,,,
卸裝,卸装,xie4 zhuang1],(of an actor) to remove makeup and costume,(computing) to uninstall,to unmount,,,,,,,,,,,,,,,
卸貨,卸货,xie4 huo4],to unload,to discharge cargo,,,,,,,,,,,,,,,,
卸載,卸载,xie4 zai4],to disembark,to off-load cargo,to uninstall (software),,,,,,,,,,,,,,,
卸頭,卸头,xie4 tou2],(of a woman) to take off one's head ornaments and jewels,,,,,,,,,,,,,,,,,
卹,恤,xu4],anxiety,sympathy,to sympathize,to give relief,to compensate,,,,,,,,,,,,,
卻,却,que4],but,yet,however,while,to go back,to decline,to retreat,nevertheless,even though,,,,,,,,,
卻之不恭,却之不恭,que4 zhi1 bu4 gong1],to refuse would be impolite,,,,,,,,,,,,,,,,,
卻倒,却倒,que4 dao4],but on the contrary,but unexpectedly,,,,,,,,,,,,,,,,
卻才,却才,que4 cai2],just now,,,,,,,,,,,,,,,,,
